team,group,confederation,fifa_rank,player_name,position,age,is_starter,pace,shooting,passing,dribbling,defending,physical,overall,playstyle,ratings_source,ranking_date,ranking_source,data_quality
Australia,D,AFC,27,Australia Defensive Midfielder,CDM,28,True,75,67,81,77,83,83,77,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Central Midfielder 1,CM,26,True,77,74,84,81,78,78,78,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Central Midfielder 2,CM,29,True,76,72,85,80,77,77,77,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Goalkeeper,GK,29,True,53,35,69,59,85,82,77,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Left Back,LB,27,True,82,63,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Left Winger,LW,25,True,85,82,80,85,51,72,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Right Back,RB,27,True,83,64,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Right Winger,RW,25,True,85,81,80,84,51,72,77,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Striker,ST,27,True,81,87,74,80,48,82,78,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Centre Back 1,CB,28,True,73,49,71,69,85,86,77,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Centre Back 2,CB,30,True,71,47,74,70,84,85,76,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Defensive Midfielder,CDM,28,True,75,67,81,77,83,83,77,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Central Midfielder 1,CM,26,True,77,74,84,81,78,78,78,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Central Midfielder 2,CM,29,True,76,72,85,80,77,77,77,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Goalkeeper,GK,29,True,53,35,69,59,85,82,77,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Left Back,LB,27,True,82,63,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Left Winger,LW,25,True,85,82,80,85,51,72,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Right Back,RB,27,True,83,64,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Right Winger,RW,25,True,85,81,80,84,51,72,77,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Paraguay,D,CONMEBOL,41,Paraguay Striker,ST,27,True,81,87,74,80,48,82,78,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Centre Back 1,CB,28,True,72,48,70,68,84,85,76,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Centre Back 2,CB,30,True,70,46,73,69,83,84,75,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Defensive Midfielder,CDM,28,True,74,66,80,76,82,82,76,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Central Midfielder 1,CM,26,True,76,73,83,80,77,77,77,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Central Midfielder 2,CM,29,True,75,71,84,79,76,76,76,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Goalkeeper,GK,29,True,52,35,68,58,84,81,76,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Left Back,LB,27,True,81,62,76,77,78,77,75,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Left Winger,LW,25,True,84,81,79,84,50,71,77,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Right Back,RB,27,True,82,63,76,77,78,77,75,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Right Winger,RW,25,True,84,80,79,83,50,71,76,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Turkiye,D,UEFA,22,Turkiye Striker,ST,27,True,80,86,73,79,47,81,77,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Centre Back 1,CB,28,True,77,53,75,73,89,90,81,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Centre Back 2,CB,30,True,75,51,78,74,88,89,80,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Defensive Midfielder,CDM,28,True,79,71,85,81,87,87,81,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Central Midfielder 1,CM,26,True,81,78,88,85,82,82,82,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Central Midfielder 2,CM,29,True,80,76,89,84,81,81,81,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Goalkeeper,GK,29,True,57,35,73,63,89,86,81,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Left Back,LB,27,True,86,67,81,82,83,82,80,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Left Winger,LW,25,True,89,86,84,89,55,76,82,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Right Back,RB,27,True,87,68,81,82,83,82,80,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Right Winger,RW,25,True,89,85,84,88,55,76,81,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
United States,D,CONCACAF,17,United States Striker,ST,27,True,85,91,78,84,52,86,82,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Centre Back 1,CB,28,True,63,39,61,59,75,76,67,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Centre Back 2,CB,30,True,61,37,64,60,74,75,66,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Defensive Midfielder,CDM,28,True,65,57,71,67,73,73,67,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Central Midfielder 1,CM,26,True,67,64,74,71,68,68,68,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Central Midfielder 2,CM,29,True,66,62,75,70,67,67,67,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Goalkeeper,GK,29,True,43,35,59,49,75,72,67,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Left Back,LB,27,True,72,53,67,68,69,68,66,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Left Winger,LW,25,True,75,72,70,75,41,62,68,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Right Back,RB,27,True,73,54,67,68,69,68,66,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Right Winger,RW,25,True,75,71,70,74,41,62,67,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Curacao,E,CONCACAF,82,Curacao Striker,ST,27,True,71,77,64,70,38,72,68,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Centre Back 1,CB,28,True,76,52,74,72,88,89,80,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Centre Back 2,CB,30,True,74,50,77,73,87,88,79,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Defensive Midfielder,CDM,28,True,78,70,84,80,86,86,80,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Central Midfielder 1,CM,26,True,80,77,87,84,81,81,81,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Central Midfielder 2,CM,29,True,79,75,88,83,80,80,80,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Goalkeeper,GK,29,True,56,35,72,62,88,85,80,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Left Back,LB,27,True,85,66,80,81,82,81,79,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Left Winger,LW,25,True,88,85,83,88,54,75,81,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Right Back,RB,27,True,86,67,80,81,82,81,79,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Right Winger,RW,25,True,88,84,83,87,54,75,80,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ecuador,E,CONMEBOL,23,Ecuador Striker,ST,27,True,84,90,77,83,51,85,81,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Germany,E,UEFA,10,Florian Wirtz,CAM,23,True,80,84,88,90,60,70,89,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Jamal Musiala,CAM,23,True,85,84,84,91,54,69,88,dribbler,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Antonio Rudiger,CB,33,True,82,55,72,71,87,88,87,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Jonathan Tah,CB,30,True,76,42,74,72,85,86,85,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Robert Andrich,CDM,31,True,64,72,78,77,82,86,82,ball_winner,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Ilkay Gundogan,CM,35,True,66,81,87,86,72,72,85,deep_lying_pm,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Marc-Andre ter Stegen,GK,34,True,54,22,84,70,88,84,89,sweeper_keeper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,David Raum,LB,28,True,82,66,81,82,76,78,82,wing_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Joshua Kimmich,RB,31,True,70,76,89,84,82,78,88,inverted_full_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Leroy Sane,RW,30,True,90,84,81,87,44,72,86,dribbler,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Germany,E,UEFA,10,Kai Havertz,ST,27,True,78,83,82,84,61,80,86,false_nine,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Ivory Coast,E,CAF,33,Ivory Coast Centre Back 1,CB,28,True,74,50,72,70,86,87,78,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Centre Back 2,CB,30,True,72,48,75,71,85,86,77,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Defensive Midfielder,CDM,28,True,76,68,82,78,84,84,78,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Central Midfielder 1,CM,26,True,78,75,85,82,79,79,79,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Central Midfielder 2,CM,29,True,77,73,86,81,78,78,78,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Goalkeeper,GK,29,True,54,35,70,60,86,83,78,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Left Back,LB,27,True,83,64,78,79,80,79,77,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Left Winger,LW,25,True,86,83,81,86,52,73,79,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Right Back,RB,27,True,84,65,78,79,80,79,77,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Right Winger,RW,25,True,86,82,81,85,52,73,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Ivory Coast,E,CAF,33,Ivory Coast Striker,ST,27,True,82,88,75,81,49,83,79,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Centre Back 1,CB,28,True,77,53,75,73,89,90,81,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Centre Back 2,CB,30,True,75,51,78,74,88,89,80,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Defensive Midfielder,CDM,28,True,79,71,85,81,87,87,81,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Central Midfielder 1,CM,26,True,81,78,88,85,82,82,82,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Central Midfielder 2,CM,29,True,80,76,89,84,81,81,81,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Goalkeeper,GK,29,True,57,35,73,63,89,86,81,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Left Back,LB,27,True,86,67,81,82,83,82,80,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Left Winger,LW,25,True,89,86,84,89,55,76,82,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Right Back,RB,27,True,87,68,81,82,83,82,80,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Right Winger,RW,25,True,89,85,84,88,55,76,81,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Japan,F,AFC,18,Japan Striker,ST,27,True,85,91,78,84,52,86,82,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Netherlands,F,UEFA,8,Xavi Simons,CAM,23,True,84,82,84,88,55,67,85,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Micky van de Ven,CB,25,True,88,43,72,74,84,84,84,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Virgil van Dijk,CB,34,True,78,60,74,72,90,88,89,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Frenkie de Jong,CM,29,True,79,76,88,88,78,76,88,deep_lying_pm,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Tijjani Reijnders,CM,27,True,78,79,84,85,74,76,85,box_to_box,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Bart Verbruggen,GK,23,True,56,20,75,65,82,82,82,sweeper_keeper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Nathan Ake,LB,31,True,76,58,79,79,84,80,84,full_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Cody Gakpo,LW,27,True,84,84,82,85,48,78,86,complete_fwd,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Denzel Dumfries,RB,30,True,83,75,76,78,80,86,83,wing_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Jeremie Frimpong,RW,25,True,94,75,79,86,72,72,84,wing_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Netherlands,F,UEFA,8,Memphis Depay,ST,32,True,79,84,82,85,38,74,84,false_nine,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Sweden,F,UEFA,38,Sweden Centre Back 1,CB,28,True,75,51,73,71,87,88,79,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Centre Back 2,CB,30,True,73,49,76,72,86,87,78,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Defensive Midfielder,CDM,28,True,77,69,83,79,85,85,79,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Central Midfielder 1,CM,26,True,79,76,86,83,80,80,80,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Central Midfielder 2,CM,29,True,78,74,87,82,79,79,79,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Goalkeeper,GK,29,True,55,35,71,61,87,84,79,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Left Back,LB,27,True,84,65,79,80,81,80,78,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Left Winger,LW,25,True,87,84,82,87,53,74,80,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Right Back,RB,27,True,85,66,79,80,81,80,78,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Right Winger,RW,25,True,87,83,82,86,53,74,79,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Sweden,F,UEFA,38,Sweden Striker,ST,27,True,83,89,76,82,50,84,80,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Centre Back 1,CB,28,True,71,47,69,67,83,84,75,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Centre Back 2,CB,30,True,69,45,72,68,82,83,74,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Defensive Midfielder,CDM,28,True,73,65,79,75,81,81,75,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Central Midfielder 1,CM,26,True,75,72,82,79,76,76,76,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Central Midfielder 2,CM,29,True,74,70,83,78,75,75,75,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Goalkeeper,GK,29,True,51,35,67,57,83,80,75,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Left Back,LB,27,True,80,61,75,76,77,76,74,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Left Winger,LW,25,True,83,80,78,83,49,70,76,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Right Back,RB,27,True,81,62,75,76,77,76,74,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Right Winger,RW,25,True,83,79,78,82,49,70,75,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Tunisia,F,CAF,45,Tunisia Striker,ST,27,True,79,85,72,78,46,80,76,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Belgium,G,UEFA,9,Kevin De Bruyne,CAM,34,True,73,87,93,88,64,74,90,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Belgium,G,UEFA,9,Arthur Theate,CB,26,True,70,44,72,70,80,82,80,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Belgium,G,UEFA,9,Wout Faes,CB,28,True,67,38,70,68,80,82,80,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Belgium,G,UEFA,9,Amadou Onana,CDM,24,True,75,70,78,79,82,88,83,ball_winner,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Belgium,G,UEFA,9,Youri Tielemans,CM,29,True,67,80,84,82,74,77,83,deep_lying_pm,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
